t,clock,sys_cpu,sys_ram_pct,sys_ram_used_mb,backend_cpu,backend_ram_mb,go2rtc_cpu,go2rtc_ram_mb,go2rtc_procs,ffmpeg_procs,go2rtc_streams_live,go2rtc_consumers,ai_active,ai_frames_recv,ai_frames_proc,ai_infer_ms_avg,ai_src_alive,ws_clients,exec_active,exec_submitted,exec_completed,recordings_active,threads
81.7,02:31:28,33.1,89.6,15110,6.1,623,76.4,1068,7,14,7,8,1,268,0,0.0,1,1,19,0,0,1,19
83.8,02:31:30,32.7,88.9,14990,8.5,622,71.8,1069,7,14,7,8,1,276,0,0.0,1,1,19,0,0,1,19
85.8,02:31:32,34.4,87.6,14768,9.1,623,104.4,1069,7,14,7,8,1,284,0,0.0,1,1,19,0,0,1,19
87.9,02:31:34,36.1,87.8,14808,6.9,623,85.1,1069,7,14,7,8,1,292,0,0.0,1,1,19,0,0,1,19
89.9,02:31:36,33.0,87.8,14802,9.2,623,119.2,1070,7,14,7,8,1,300,0,0.0,1,1,19,0,0,1,19
92.0,02:31:38,31.1,87.8,14809,13.1,623,145.1,1070,7,14,7,8,1,308,0,0.0,1,1,19,0,0,1,19
94.0,02:31:40,35.4,87.8,14812,12.1,623,128.8,1070,7,14,7,8,1,316,0,0.0,1,1,19,0,0,1,19
96.1,02:31:42,36.7,88.0,14834,4.7,623,82.9,1070,7,14,7,8,1,324,0,0.0,1,1,19,0,0,1,19
98.1,02:31:44,35.8,88.1,14853,16.9,623,154.5,1070,7,14,7,8,1,333,0,0.0,1,1,19,0,0,1,19
100.1,02:31:46,36.1,88.1,14855,9.3,623,124.6,1070,7,14,7,8,1,341,0,0.0,1,1,19,0,0,1,19
102.2,02:31:48,36.7,88.1,14856,11.5,623,160.4,1070,7,14,7,8,1,349,0,0.0,1,1,19,0,0,1,19
104.2,02:31:50,30.9,88.0,14845,8.5,623,95.4,1070,7,14,7,8,1,357,0,0.0,1,1,19,0,0,1,19
106.2,02:31:53,37.3,88.0,14851,11.5,623,184.2,1071,7,14,7,8,1,365,0,0.0,1,1,19,0,0,1,19
108.3,02:31:55,33.3,88.1,14855,10.8,623,135.6,1071,7,14,7,8,1,373,0,0.0,1,1,19,0,0,1,19
110.3,02:31:57,33.7,88.1,14855,10.4,623,156.3,1071,7,14,7,8,1,381,0,0.0,1,1,19,0,0,1,19
112.4,02:31:59,34.3,88.1,14853,11.5,623,80.5,1071,7,14,7,8,1,390,0,0.0,1,1,19,0,0,1,19
114.4,02:32:01,34.7,88.1,14860,13.9,623,142.4,1071,7,14,7,8,1,397,0,0.0,1,1,19,0,0,1,19
116.5,02:32:03,36.7,88.2,14868,5.3,623,116.6,1071,7,14,7,8,1,406,0,0.0,1,1,19,0,0,1,19
118.5,02:32:05,36.0,88.2,14871,3.8,623,91.8,1071,7,14,7,8,1,414,0,0.0,1,1,19,0,0,1,19
120.6,02:32:07,39.2,88.1,14852,6.2,623,113.3,1071,7,14,7,8,1,422,0,0.0,1,1,19,0,0,1,19
122.6,02:32:09,34.6,88.1,14866,7.7,623,132.2,1071,7,14,7,8,1,430,0,0.0,1,1,19,0,0,1,19
124.7,02:32:11,34.2,88.2,14868,3.9,623,143.9,1071,7,14,7,8,1,438,0,0.0,1,1,19,0,0,1,19
126.7,02:32:13,33.2,88.2,14869,7.7,623,171.7,1071,7,14,7,8,1,446,0,0.0,1,1,19,0,0,1,19
128.7,02:32:15,33.6,88.1,14862,6.8,623,107.5,1071,7,14,7,8,1,454,0,0.0,1,1,19,0,0,1,19
130.8,02:32:17,37.0,88.2,14869,17.0,601,124.1,1071,7,13,7,8,1,462,0,0.0,1,1,21,0,0,1,21
132.8,02:32:19,34.6,88.1,14863,7.0,622,136.7,1071,7,14,7,8,1,470,0,0.0,1,1,19,0,0,1,19
134.9,02:32:21,34.0,88.1,14860,7.4,622,167.0,1072,7,14,7,8,1,479,0,0.0,1,1,19,0,0,1,19
136.9,02:32:23,33.8,88.1,14860,12.2,622,156.7,1073,7,14,7,8,1,487,0,0.0,1,1,19,0,0,1,19
139.0,02:32:25,36.7,88.1,14861,6.2,623,132.0,1073,7,14,7,8,1,495,0,0.0,1,1,19,0,0,1,19
141.0,02:32:27,31.8,88.6,14946,8.3,623,102.3,1073,7,14,7,8,1,503,0,0.0,1,1,19,0,0,1,19
143.1,02:32:29,33.8,88.6,14949,9.9,623,148.2,1073,7,14,7,8,1,511,0,0.0,1,1,19,0,0,1,19
145.1,02:32:31,53.8,88.7,14956,453.4,627,109.7,1073,7,14,7,8,1,519,2,110.8,1,1,19,0,0,1,19
147.2,02:32:34,33.0,88.6,14950,11.6,627,131.3,1073,7,14,7,8,1,527,2,110.8,1,1,19,0,0,1,19
149.2,02:32:36,31.8,88.6,14952,6.8,627,148.5,1073,7,14,7,8,1,535,2,110.8,1,1,19,0,0,1,19
151.3,02:32:38,35.5,88.6,14952,7.6,627,141.7,1073,7,14,7,8,1,543,2,110.8,1,1,19,0,0,1,19
153.4,02:32:40,33.7,88.7,14961,10.6,627,130.6,1073,7,14,7,8,1,552,2,110.8,1,1,19,0,0,1,19
155.4,02:32:42,32.9,88.7,14967,13.7,627,136.6,1073,7,14,7,8,1,560,2,110.8,1,1,19,0,0,1,19
157.5,02:32:44,36.0,88.7,14963,9.9,627,150.9,1073,7,14,7,8,1,568,2,110.8,1,1,19,0,0,1,19
159.5,02:32:46,31.9,88.8,14976,9.2,627,117.9,1073,7,14,7,8,1,576,2,110.8,1,1,19,0,0,1,19
161.6,02:32:48,28.7,88.7,14968,6.8,627,125.2,1073,7,14,7,8,1,584,2,110.8,1,1,19,0,0,1,19
163.6,02:32:50,36.6,88.7,14961,9.1,627,137.7,1073,7,14,7,8,1,592,2,110.8,1,1,19,0,0,1,19
165.7,02:32:52,30.3,88.7,14965,9.1,627,91.8,1073,7,14,7,8,1,600,2,110.8,1,1,19,0,0,1,19
167.8,02:32:54,31.8,89.2,15052,7.7,627,138.9,1073,7,14,7,8,1,608,2,110.8,1,1,19,0,0,1,19
169.8,02:32:56,37.3,89.6,15104,9.8,627,106.3,1073,7,14,7,8,1,616,2,110.8,1,1,19,0,0,1,19
171.9,02:32:58,36.6,88.7,14963,8.4,627,133.1,1073,7,14,7,8,1,624,2,110.8,1,1,19,0,0,1,19
173.9,02:33:00,35.4,88.8,14979,9.2,627,87.9,1073,7,14,7,8,1,632,2,110.8,1,1,19,0,0,1,19
176.0,02:33:02,37.6,89.3,15059,11.6,627,114.7,1074,7,14,7,8,1,640,2,110.8,1,1,19,0,0,1,19
178.0,02:33:04,35.1,88.8,14973,6.8,627,139.6,1074,7,14,7,8,1,649,2,110.8,1,1,19,0,0,1,19
180.1,02:33:06,32.1,88.7,14961,7.5,627,117.6,1074,7,14,7,8,1,656,2,110.8,1,1,19,0,0,1,19
182.1,02:33:08,31.6,88.8,14974,9.1,627,142.3,1111,9,16,7,8,1,664,2,110.8,1,1,19,0,0,1,19
184.2,02:33:11,31.0,90.0,15174,9.5,627,169.7,1319,9,16,7,9,1,672,2,110.8,1,1,19,0,0,1,19
186.3,02:33:13,31.9,92.5,15608,6.6,627,169.4,1461,9,16,7,9,1,680,2,110.8,1,1,19,0,0,1,19
188.5,02:33:15,35.9,93.0,15688,25.0,633,165.3,1550,9,16,7,10,1,688,2,110.8,1,1,20,0,0,1,20
190.7,02:33:17,37.6,93.0,15685,39.3,643,129.6,1550,9,16,7,10,1,696,2,110.8,1,1,19,0,0,1,19
192.9,02:33:19,34.2,93.0,15688,11.2,643,159.6,1546,9,16,7,10,1,704,2,110.8,1,1,19,0,0,1,19
195.0,02:33:21,33.9,93.0,15680,5.8,590,160.6,1546,9,14,7,10,0,0,0,0.0,0,1,17,0,0,1,17
197.1,02:33:23,34.5,90.2,15212,3.7,589,107.6,1238,7,12,7,8,0,0,0,0.0,0,1,17,0,0,1,17
199.2,02:33:26,28.9,90.1,15199,3.8,589,121.7,1238,7,12,7,8,0,0,0,0.0,0,1,17,0,0,1,17
201.3,02:33:28,34.6,90.0,15182,2.2,589,110.9,1238,7,12,7,8,0,0,0,0.0,0,1,17,0,0,1,17
203.4,02:33:30,37.7,89.6,15113,165.9,625,83.0,840,9,16,7,8,1,0,0,0.0,0,1,19,0,0,1,19
205.9,02:33:32,35.9,85.9,14489,167.1,625,129.1,875,9,16,7,9,1,0,0,0.0,0,1,19,0,0,1,19
208.0,02:33:34,35.8,88.8,14983,4.4,625,227.4,1334,9,16,7,8,1,0,0,0.0,0,1,19,0,0,1,19
210.1,02:33:36,36.4,90.4,15253,12.8,645,213.1,1126,7,14,7,8,1,2,0,0.0,1,1,19,0,0,1,19
212.3,02:33:39,30.7,87.8,14807,9.4,641,131.2,1126,7,14,7,8,1,10,0,0.0,1,1,19,0,0,1,19
214.5,02:33:41,29.5,87.8,14803,12.5,641,134.0,1126,7,14,7,8,1,18,0,0.0,1,1,19,0,0,1,19
216.6,02:33:43,30.3,87.8,14809,7.4,641,132.2,1126,7,14,7,8,1,27,0,0.0,1,1,19,0,0,1,19
218.7,02:33:45,31.6,87.8,14809,10.3,641,137.1,1126,7,14,7,8,1,34,0,0.0,1,1,19,0,0,1,19
220.8,02:33:47,28.6,87.8,14804,11.5,641,140.5,1126,7,14,7,8,1,42,0,0.0,1,1,19,0,0,1,19
223.0,02:33:49,29.9,87.8,14807,7.6,641,135.4,1126,7,14,7,8,1,50,0,0.0,1,1,19,0,0,1,19
225.0,02:33:51,34.7,87.8,14810,11.3,641,157.3,1126,7,14,7,8,1,58,0,0.0,1,1,19,0,0,1,19
227.1,02:33:53,34.1,87.8,14811,10.3,641,123.7,1126,7,14,7,8,1,67,0,0.0,1,1,19,0,0,1,19
229.2,02:33:56,33.7,87.9,14818,11.9,641,124.4,1126,7,14,7,8,1,75,0,0.0,1,1,19,0,0,1,19
231.3,02:33:58,32.6,87.8,14814,5.9,641,128.5,1126,7,14,7,8,1,83,0,0.0,1,1,19,0,0,1,19
233.4,02:34:00,32.0,88.3,14890,13.4,641,136.0,1126,7,14,7,8,1,91,0,0.0,1,1,19,0,0,1,19
235.5,02:34:02,30.7,84.9,14317,9.6,641,111.9,756,5,12,7,6,1,100,0,0.0,1,1,19,0,0,1,19
237.6,02:34:04,25.2,85.1,14358,5.4,641,90.5,756,5,12,7,6,1,108,0,0.0,1,1,19,0,0,1,19
239.6,02:34:06,25.0,85.1,14353,8.9,641,99.6,757,5,12,7,6,1,116,0,0.0,1,1,19,0,0,1,19
241.8,02:34:08,31.3,84.9,14319,6.0,641,103.9,757,5,12,7,6,1,124,0,0.0,1,1,19,0,0,1,19
243.8,02:34:10,31.4,84.9,14324,9.1,641,73.0,757,5,12,7,6,1,132,0,0.0,1,1,19,0,0,1,19
245.9,02:34:12,29.4,84.9,14321,7.6,641,84.5,757,5,12,7,6,1,140,0,0.0,1,1,19,0,0,1,19
248.0,02:34:14,33.2,84.8,14308,6.8,640,71.5,757,5,12,7,5,1,148,0,0.0,1,1,19,0,0,1,19
250.0,02:34:16,31.0,84.9,14324,10.0,640,46.8,757,5,12,7,5,1,156,0,0.0,1,1,19,0,0,1,19
252.1,02:34:18,29.9,84.9,14311,6.2,640,90.6,757,5,12,7,6,1,164,0,0.0,1,1,19,0,0,1,19
254.1,02:34:20,29.8,84.9,14327,8.4,640,53.9,757,5,12,7,6,1,173,0,0.0,1,1,19,0,0,1,19
256.2,02:34:22,39.4,85.0,14329,12.7,640,101.8,756,5,12,7,6,1,181,0,0.0,1,1,19,0,0,1,19
258.2,02:34:25,33.4,85.0,14333,7.8,641,90.8,756,5,12,7,6,1,189,0,0.0,1,1,19,0,0,1,19
260.4,02:34:27,27.4,85.0,14336,8.9,640,100.7,756,5,12,7,6,1,197,0,0.0,1,1,19,0,0,1,19
262.5,02:34:29,28.0,85.0,14335,10.4,640,103.2,756,5,12,7,6,1,206,0,0.0,1,1,19,0,0,1,19
264.6,02:34:31,34.5,84.9,14328,207.8,645,79.5,756,5,12,7,6,1,207,1,1173.0,1,1,19,0,0,1,19
267.0,02:34:33,33.6,84.9,14326,218.9,646,79.2,756,5,12,7,6,1,209,3,1256.7,1,1,24,1,0,1,24
269.4,02:34:36,34.2,85.0,14331,215.3,646,82.9,756,5,12,7,6,1,211,5,1253.5,1,1,24,1,0,1,24
271.8,02:34:38,34.1,85.0,14328,206.0,646,74.2,756,5,12,7,6,1,220,5,1253.5,1,1,24,1,0,1,24
273.9,02:34:40,32.9,85.0,14333,6.1,646,82.5,756,5,12,7,6,1,228,5,1253.5,1,1,24,1,0,1,24
276.0,02:34:42,37.2,85.1,14345,10.8,648,110.2,757,5,12,7,6,1,235,5,1253.5,1,1,24,1,0,1,24
278.0,02:34:44,30.9,85.0,14334,7.0,648,112.0,757,5,12,7,6,1,244,5,1253.5,1,1,24,1,0,1,24
280.0,02:34:46,29.5,85.0,14332,10.8,648,101.5,757,5,12,7,6,1,252,5,1253.5,1,1,24,1,0,1,24
282.1,02:34:48,29.6,85.0,14332,12.3,648,64.2,757,5,12,7,6,1,260,5,1253.5,1,1,24,1,0,1,24
284.1,02:34:50,35.7,85.1,14349,10.5,648,80.9,757,5,12,7,6,1,268,5,1253.5,1,1,24,1,1,1,24
286.2,02:34:52,30.8,85.1,14348,9.1,648,93.0,757,5,12,7,6,1,276,5,1253.5,1,1,24,1,1,1,24
288.3,02:34:55,32.3,85.0,14344,14.7,648,99.2,757,5,12,7,6,1,285,5,1253.5,1,1,24,1,1,1,24
290.3,02:34:57,33.4,85.0,14341,130.4,643,105.9,757,5,12,7,6,1,293,6,1054.5,1,1,25,2,1,1,25
292.3,02:34:59,60.4,85.0,14332,530.1,643,83.5,757,5,12,7,6,1,301,10,647.0,1,1,25,2,1,1,25
294.4,02:35:01,34.4,85.0,14331,157.5,643,63.3,757,5,12,7,6,1,309,12,547.4,1,1,25,2,1,1,25
296.4,02:35:03,63.1,85.0,14334,646.3,643,46.2,757,5,12,7,6,1,317,16,419.5,1,1,25,2,1,1,25
298.4,02:35:05,26.7,85.0,14333,16.8,643,68.0,757,5,12,7,6,1,325,16,419.5,1,1,25,2,1,1,25
300.5,02:35:07,31.6,85.0,14335,14.6,644,115.3,757,5,12,7,6,1,333,16,419.5,1,1,25,2,1,1,25
302.5,02:35:09,66.2,85.0,14337,758.7,646,54.7,757,5,12,7,6,1,341,22,316.5,1,1,26,2,1,1,26
304.5,02:35:11,61.3,85.1,14350,567.9,651,50.9,757,5,12,7,6,1,349,27,266.6,1,1,26,2,1,1,26
306.6,02:35:13,33.3,85.0,14342,149.1,651,62.2,757,5,12,7,6,1,357,27,266.6,1,1,26,2,1,1,26
308.6,02:35:15,31.0,85.0,14344,6.9,651,126.0,757,5,12,7,6,1,365,27,266.6,1,1,26,2,1,1,26
310.6,02:35:17,28.9,85.0,14341,6.9,651,110.1,757,5,12,7,6,1,373,27,266.6,1,1,26,2,1,1,26
312.7,02:35:19,27.8,85.0,14341,12.3,651,77.4,757,5,12,7,6,1,381,27,266.6,1,1,26,2,2,1,26
314.7,02:35:21,29.8,85.0,14340,7.6,651,92.0,757,5,12,7,6,1,389,27,266.6,1,1,26,2,2,1,26
316.8,02:35:23,29.1,85.0,14338,6.9,651,101.6,757,5,12,7,6,1,397,27,266.6,1,1,26,2,2,1,26
318.8,02:35:25,27.4,85.0,14335,8.2,651,93.8,757,5,12,7,6,1,406,27,266.6,1,1,26,2,2,1,26
320.9,02:35:27,33.0,85.1,14358,13.0,651,98.1,793,7,14,7,5,1,413,27,266.6,1,1,26,2,2,1,26
323.0,02:35:29,33.6,86.7,14620,9.1,651,152.1,1040,7,14,7,7,1,421,27,266.6,1,1,26,2,2,1,26
325.1,02:35:31,32.2,87.3,14722,7.6,651,149.6,1119,7,14,7,7,1,429,27,266.6,1,1,26,2,2,1,26
327.2,02:35:33,31.2,87.3,14718,4.5,651,133.8,1119,7,14,7,9,1,437,27,266.6,1,1,26,2,2,1,26
329.2,02:35:36,33.2,87.3,14719,6.4,651,138.4,1119,7,14,7,9,1,445,27,266.6,1,1,26,2,2,1,26
331.4,02:35:38,29.1,87.8,14814,9.2,651,146.7,1120,7,14,7,9,1,453,27,266.6,1,1,26,2,2,1,26
333.6,02:35:40,33.4,87.8,14810,6.6,651,129.7,1120,7,14,7,10,1,461,27,266.6,1,1,26,2,2,1,26
335.7,02:35:42,32.7,87.6,14776,9.6,651,140.6,1120,7,14,7,10,1,469,27,266.6,1,1,26,2,2,1,26
337.8,02:35:44,33.6,87.6,14778,19.9,651,126.9,1120,7,14,7,10,1,477,27,266.6,1,1,26,2,2,1,26
339.9,02:35:46,27.3,87.6,14778,15.1,651,149.0,1120,7,14,7,10,1,485,27,266.6,1,1,27,2,2,1,27
342.0,02:35:48,30.4,87.7,14786,22.7,651,133.8,1120,7,14,7,8,1,493,27,266.6,1,1,26,2,2,1,26
344.0,02:35:50,30.4,87.7,14784,12.1,651,143.3,1121,7,14,7,8,1,501,27,266.6,1,1,26,2,2,1,26
346.1,02:35:52,28.2,87.7,14784,6.7,651,134.7,1121,7,14,7,8,1,509,27,266.6,1,1,26,2,2,1,26
348.2,02:35:55,30.8,88.3,14890,10.5,651,152.4,1121,7,14,7,8,1,518,27,266.6,1,1,26,2,2,1,26
350.4,02:35:57,28.3,87.6,14776,10.5,651,134.1,1121,7,14,7,8,1,526,27,266.6,1,1,26,2,2,1,26
352.6,02:35:59,31.2,87.7,14784,9.7,651,132.5,1121,7,14,7,8,1,534,27,266.6,1,1,26,2,2,1,26
354.7,02:36:01,31.0,87.7,14784,17.1,651,140.0,1121,7,14,7,8,1,542,27,266.6,1,1,26,2,2,1,26
356.8,02:36:03,32.5,87.6,14781,9.0,651,140.4,1121,7,14,7,7,1,551,27,266.6,1,1,28,2,2,1,28
359.0,02:36:05,30.2,87.7,14795,15.4,651,128.1,1121,7,14,7,7,1,559,27,266.6,1,1,26,2,2,1,26
361.1,02:36:07,32.8,87.7,14800,4.5,651,132.0,1121,7,14,7,7,1,567,27,266.6,1,1,26,2,2,1,26
363.2,02:36:10,29.7,87.7,14787,9.7,630,141.7,1121,7,13,7,7,1,575,27,266.6,1,1,28,2,2,1,28
365.4,02:36:12,36.4,87.7,14798,13.6,651,133.3,1120,7,14,7,7,1,583,27,266.6,1,1,26,2,2,1,26
367.9,02:36:14,36.3,87.7,14791,20.5,651,125.8,1120,7,14,7,7,1,591,27,266.6,1,1,26,2,2,1,26
369.9,02:36:16,29.3,87.7,14790,9.1,651,135.2,1120,7,14,7,7,1,599,27,266.6,1,1,26,2,2,1,26
372.0,02:36:18,30.4,87.7,14795,10.0,651,135.8,1120,7,14,7,7,1,607,27,266.6,1,1,27,2,2,1,27
374.0,02:36:20,28.7,87.8,14802,9.6,651,156.6,1121,7,14,7,7,1,615,27,266.6,1,1,26,2,2,1,26
376.1,02:36:22,28.6,87.7,14798,11.4,651,127.5,1121,7,14,7,7,1,623,27,266.6,1,1,27,2,2,1,27
378.2,02:36:25,33.9,87.6,14778,7.6,651,121.1,1121,7,14,7,7,1,631,27,266.6,1,1,27,2,2,1,27
380.3,02:36:27,31.2,87.5,14750,9.4,651,134.9,1121,7,14,7,7,1,639,27,266.6,1,1,27,2,2,1,27
382.4,02:36:29,35.1,86.7,14621,7.9,650,126.7,1145,7,14,7,7,1,646,27,266.6,1,1,26,2,2,1,26
384.8,02:36:31,36.0,86.1,14514,8.1,650,120.3,1145,7,14,7,7,1,654,27,266.6,1,1,26,2,2,1,26
386.9,02:36:33,33.3,85.3,14391,11.1,650,134.5,1145,7,14,7,7,1,663,27,266.6,1,1,26,2,2,1,26
389.1,02:36:35,33.9,84.8,14306,7.7,650,115.8,1133,7,14,7,7,1,671,27,266.6,1,1,26,2,2,1,26
391.3,02:36:38,36.7,84.5,14259,7.4,650,131.4,1133,7,14,7,7,1,680,27,266.6,1,1,26,2,2,1,26
393.4,02:36:40,35.3,83.9,14159,7.4,649,133.2,1133,7,14,7,7,1,687,27,266.6,1,1,26,2,2,1,26
395.5,02:36:42,33.1,83.4,14062,10.1,649,120.1,1133,7,14,7,7,1,695,27,266.6,1,1,26,2,2,1,26
397.6,02:36:44,31.9,83.6,14092,6.7,649,119.2,1133,7,14,7,7,1,703,27,266.6,1,1,26,2,2,1,26
399.7,02:36:46,34.9,82.1,13845,11.9,649,125.7,1133,7,14,7,7,1,711,27,266.6,1,1,26,2,2,1,26
401.8,02:36:48,29.7,81.7,13780,10.3,649,132.6,1133,7,14,7,7,1,720,27,266.6,1,1,26,2,2,1,26
403.9,02:36:50,30.9,81.7,13778,10.7,648,139.0,1133,7,14,7,7,1,727,27,266.6,1,1,26,2,2,1,26
406.0,02:36:52,30.4,81.7,13776,9.6,648,142.4,1133,7,14,7,7,1,736,27,266.6,1,1,26,2,2,1,26
408.1,02:36:54,29.2,81.7,13781,9.6,648,134.0,1133,7,14,7,7,1,744,27,266.6,1,1,26,2,2,1,26
410.2,02:36:57,31.7,81.7,13783,11.1,648,150.5,1133,7,14,7,7,1,752,27,266.6,1,1,26,2,2,1,26
412.3,02:36:59,29.7,81.7,13786,9.9,648,123.2,1133,7,14,7,7,1,760,27,266.6,1,1,26,2,2,1,26
414.4,02:37:01,28.0,81.8,13790,11.3,648,133.4,1133,7,14,7,7,1,768,27,266.6,1,1,26,2,2,1,26
416.5,02:37:03,32.6,81.2,13688,16.1,648,135.9,1133,7,14,7,7,1,776,27,266.6,1,1,26,2,2,1,26
418.6,02:37:05,31.6,81.2,13698,8.2,648,132.8,1133,7,14,7,7,1,784,27,266.6,1,1,26,2,2,1,26
420.7,02:37:07,34.5,81.2,13700,9.8,648,133.0,1133,7,14,7,7,1,793,27,266.6,1,1,26,2,2,1,26
422.8,02:37:09,31.8,81.3,13704,13.6,648,137.9,1133,7,14,7,7,1,801,27,266.6,1,1,26,2,2,1,26
424.9,02:37:11,31.4,81.3,13706,12.4,648,126.5,1133,7,14,7,7,1,808,27,266.6,1,1,26,2,2,1,26
427.0,02:37:13,29.4,81.2,13700,10.4,648,141.6,1133,7,14,7,7,1,816,27,266.6,1,1,26,2,2,1,26
429.1,02:37:15,35.5,81.2,13703,5.9,648,135.4,1133,7,14,7,7,1,825,27,266.6,1,1,26,2,2,1,26
