t,clock,sys_cpu,sys_ram_pct,sys_ram_used_mb,backend_cpu,backend_ram_mb,go2rtc_cpu,go2rtc_ram_mb,go2rtc_procs,ffmpeg_procs,go2rtc_streams_live,go2rtc_consumers,ai_active,ai_frames_recv,ai_frames_proc,ai_infer_ms_avg,ai_src_alive,ws_clients,exec_active,exec_submitted,exec_completed,recordings_active,threads
0.0,15:17:36,0.0,75.8,12781,0.0,253,0.0,0,0,0,0,0,0,0,0,0.0,0,0,8,0,0,0,8
2.0,15:17:38,67.6,75.3,12704,27.0,321,0.0,0,0,2,0,0,0,0,0,0.0,0,0,17,0,0,0,17
4.1,15:17:40,69.0,75.8,12782,65.0,344,0.0,0,0,2,0,0,0,0,0,0.0,0,0,17,0,0,0,17
6.1,15:17:42,70.9,75.8,12787,112.8,363,0.0,0,0,2,0,0,0,0,0,0.0,0,0,20,0,0,0,20
8.2,15:17:44,73.2,76.0,12812,71.3,404,0.0,15,1,2,0,0,0,0,0,0.0,0,0,19,0,0,0,19
10.2,15:17:46,65.4,76.3,12877,33.7,424,2.3,56,3,4,7,1,0,0,0,0.0,0,0,20,0,0,1,20
12.2,15:17:48,84.3,76.9,12978,340.1,474,31.4,77,3,2,7,1,0,0,0,0.0,0,0,19,0,0,1,19
14.3,15:17:50,71.4,76.9,12965,2.3,564,3.1,20,1,2,7,2,0,0,0,0.0,0,0,19,0,0,1,19
16.3,15:17:52,63.0,77.7,13104,61.9,696,3.5,108,5,8,7,4,0,0,0,0.0,0,0,18,0,0,1,18
18.6,15:17:55,36.9,79.5,13404,28.8,755,73.8,386,5,8,7,4,0,0,0,0.0,0,0,18,0,0,1,18
20.9,15:17:57,37.7,81.1,13681,34.7,775,39.6,587,5,8,7,4,0,0,0,0.0,0,0,20,2,2,1,20
23.1,15:17:59,71.9,78.0,13161,128.2,774,3.1,21,1,4,7,4,0,0,0,0.0,0,0,20,25,25,1,20
25.2,15:18:01,76.8,78.2,13191,135.3,774,0.0,21,1,4,7,4,0,0,0,0.0,0,0,20,52,52,1,20
27.2,15:18:03,74.8,78.3,13202,144.1,774,3.1,21,1,4,7,2,0,0,0,0.0,0,0,20,79,79,1,20
29.2,15:18:05,42.1,78.4,13226,63.0,775,2.2,21,1,4,7,2,0,0,0,0.0,0,0,20,86,86,1,20
31.4,15:18:07,72.9,78.5,13245,155.7,776,2.3,21,1,4,7,2,0,0,0,0.0,0,0,20,113,113,1,20
33.4,15:18:09,72.9,78.7,13271,160.2,776,2.3,21,1,4,7,2,0,0,0,0.0,0,0,20,141,141,1,20
35.4,15:18:11,74.5,78.5,13240,142.9,776,3.1,21,1,4,7,2,0,0,0,0.0,0,0,20,167,167,1,20
37.5,15:18:13,73.5,78.5,13232,149.0,775,0.0,21,1,4,7,2,0,0,0,0.0,0,0,20,195,195,1,20
39.5,15:18:15,72.9,78.4,13227,141.4,775,2.3,22,1,4,7,2,0,0,0,0.0,0,0,20,223,223,1,20
41.5,15:18:17,73.5,78.4,13216,151.8,776,0.0,22,1,4,7,2,0,0,0,0.0,0,0,20,250,250,1,20
43.6,15:18:20,75.2,78.3,13204,167.1,775,1.5,22,1,4,7,2,0,0,0,0.0,0,0,20,278,278,1,20
45.6,15:18:22,73.5,78.1,13175,165.6,776,3.1,22,1,4,7,2,0,0,0,0.0,0,0,20,306,306,1,20
47.7,15:18:24,73.3,78.2,13182,155.9,776,0.0,22,1,4,7,2,0,0,0,0.0,0,0,20,334,334,1,20
49.7,15:18:26,76.6,78.1,13180,148.7,776,2.3,22,1,4,7,2,0,0,0,0.0,0,0,20,362,362,1,20
51.7,15:18:28,71.5,78.2,13184,161.7,776,0.8,22,1,4,7,2,0,0,0,0.0,0,0,20,390,390,1,20
53.8,15:18:30,73.6,78.2,13183,152.0,774,0.0,22,1,4,7,2,0,0,0,0.0,0,0,20,418,418,1,20
55.8,15:18:32,75.4,78.3,13201,142.0,776,0.0,22,1,4,7,2,0,0,0,0.0,0,0,20,445,445,1,20
57.8,15:18:34,74.8,78.2,13185,175.6,776,0.0,22,1,4,7,2,0,0,0,0.0,0,0,20,473,473,1,20
59.9,15:18:36,73.8,78.2,13187,135.2,776,0.0,22,1,4,7,2,0,0,0,0.0,0,0,20,501,501,1,20
61.9,15:18:38,72.2,78.2,13184,151.7,775,0.8,22,1,4,7,2,0,0,0,0.0,0,0,20,528,528,1,20
64.0,15:18:40,48.9,78.1,13179,92.0,775,2.9,22,1,4,7,2,0,0,0,0.0,0,0,20,544,544,1,20
66.1,15:18:42,36.2,78.1,13174,75.2,776,2.2,22,1,4,7,2,0,0,0,0.0,0,0,20,550,550,1,20
68.3,15:18:44,34.7,78.0,13153,59.7,775,1.5,22,1,4,7,2,0,0,0,0.0,0,0,20,554,554,1,20
70.4,15:18:46,35.3,78.0,13149,56.5,774,0.7,22,1,4,7,2,0,0,0,0.0,0,0,20,560,560,1,20
72.5,15:18:48,34.7,77.9,13145,78.3,776,0.0,22,1,4,7,2,0,0,0,0.0,0,0,20,566,566,1,20
74.6,15:18:51,36.5,78.0,13164,87.9,775,1.5,22,1,4,7,2,0,0,0,0.0,0,0,20,572,572,1,20
76.7,15:18:53,39.0,77.9,13144,97.9,775,2.2,22,1,4,7,2,0,0,0,0.0,0,0,20,580,580,1,20
78.8,15:18:55,36.4,77.9,13146,105.5,776,0.0,22,1,4,7,2,0,0,0,0.0,0,0,20,587,587,1,20
80.9,15:18:57,35.1,78.0,13155,78.9,774,0.7,22,1,4,7,2,0,0,0,0.0,0,0,20,593,593,1,20
83.1,15:18:59,39.3,78.0,13155,64.5,776,0.0,22,1,4,7,2,0,0,0,0.0,0,0,20,598,598,1,20
85.1,15:19:01,76.0,78.0,13152,143.0,775,0.8,22,1,4,7,2,0,0,0,0.0,0,0,20,626,626,1,20
87.1,15:19:03,74.6,78.0,13149,149.8,774,0.0,22,1,4,7,2,0,0,0,0.0,0,0,20,655,655,1,20
89.2,15:19:05,71.5,77.8,13118,149.2,774,0.0,22,1,4,7,2,0,0,0,0.0,0,0,20,683,683,1,20
91.2,15:19:07,72.2,76.7,12940,133.1,776,0.8,22,1,4,7,2,0,0,0,0.0,0,0,20,711,711,1,20
93.2,15:19:09,69.6,76.6,12920,164.4,774,0.0,22,1,4,7,2,0,0,0,0.0,0,0,20,740,740,1,20
95.3,15:19:11,73.3,76.6,12926,154.0,775,2.3,22,1,4,7,2,0,0,0,0.0,0,0,20,768,768,1,20
97.3,15:19:13,65.1,76.7,12934,134.0,775,0.7,22,1,4,7,2,0,0,0,0.0,0,0,20,791,791,1,20
99.4,15:19:15,36.0,76.6,12919,83.2,774,0.7,22,1,4,7,2,0,0,0,0.0,0,0,20,797,797,1,20
101.5,15:19:18,35.8,76.7,12934,74.1,776,2.2,62,3,6,7,3,0,0,0,0.0,0,0,20,803,803,1,20
103.7,15:19:20,36.6,78.2,13190,74.0,776,55.0,288,3,6,7,3,0,0,0,0.0,0,0,20,808,808,1,20
105.8,15:19:22,35.2,78.1,13179,64.8,776,22.8,278,3,6,7,3,0,0,0,0.0,0,0,20,814,814,1,20
108.0,15:19:24,35.5,78.4,13224,71.3,778,19.3,344,3,6,7,3,0,0,0,0.0,0,0,22,818,818,1,22
110.2,15:19:26,38.7,82.2,13872,52.9,783,78.8,507,3,6,7,4,0,0,0,0.0,0,0,21,820,820,1,21
112.2,15:19:28,36.9,81.8,13798,56.0,785,19.2,525,3,6,7,4,0,0,0,0.0,0,0,20,823,823,1,20
