t,clock,sys_cpu,sys_ram_pct,sys_ram_used_mb,backend_cpu,backend_ram_mb,go2rtc_cpu,go2rtc_ram_mb,go2rtc_procs,ffmpeg_procs,go2rtc_streams_live,go2rtc_consumers,ai_active,ai_frames_recv,ai_frames_proc,ai_infer_ms_avg,ai_src_alive,ws_clients,exec_active,exec_submitted,exec_completed,recordings_active,threads
0.0,15:34:59,16.7,78.7,13277,0.0,252,0.0,0,0,0,0,0,0,0,0,0.0,0,0,8,0,0,0,8
2.4,15:35:01,37.9,79.0,13319,34.8,316,0.0,0,0,2,0,0,0,0,0,0.0,0,0,19,0,0,0,19
4.4,15:35:03,37.7,79.2,13364,80.5,372,0.0,0,0,2,0,0,0,0,0,0.0,0,0,18,0,0,0,18
6.4,15:35:05,51.7,79.8,13452,337.8,506,0.0,0,0,2,0,0,0,0,0,0.0,0,0,17,0,0,0,17
8.5,15:35:07,37.3,79.6,13422,8.5,506,0.0,0,0,2,0,0,0,0,0,0.0,0,0,17,0,0,0,17
10.5,15:35:09,38.5,79.8,13466,13.1,522,0.0,0,0,2,0,0,0,0,0,0.0,0,0,18,0,0,1,18
12.5,15:35:12,50.8,79.7,13444,239.5,553,0.0,0,0,2,0,0,1,0,0,0.0,0,0,19,0,0,1,19
14.6,15:35:14,34.4,79.7,13442,8.4,586,0.0,0,0,4,0,0,1,0,0,0.0,0,0,19,0,0,1,19
16.6,15:35:16,24.2,79.7,13442,12.3,586,0.0,0,0,4,0,0,1,0,0,0.0,0,0,19,0,0,1,19
18.6,15:35:18,28.1,79.7,13448,22.3,590,0.0,0,0,4,0,0,1,0,0,0.0,0,0,19,0,0,1,19
20.7,15:35:20,34.9,79.8,13466,11.6,590,0.0,0,0,4,0,0,1,0,0,0.0,0,0,19,0,0,1,19
22.7,15:35:22,36.4,79.9,13481,12.4,590,0.0,0,0,4,0,0,1,0,0,0.0,0,0,19,0,0,1,19
24.7,15:35:24,37.0,79.8,13463,7.0,523,0.0,0,0,2,0,0,1,0,0,0.0,0,0,19,0,0,1,19
26.7,15:35:26,36.5,80.0,13488,4.6,556,0.0,0,0,4,0,0,1,0,0,0.0,0,0,19,0,0,1,19
28.7,15:35:28,35.2,80.4,13554,13.2,556,0.0,0,0,4,0,0,1,0,0,0.0,0,0,19,0,0,1,19
30.8,15:35:30,35.7,79.8,13467,16.9,556,0.0,0,0,4,0,0,1,0,0,0.0,0,0,19,0,0,1,19
32.8,15:35:32,35.6,80.2,13521,10.0,559,0.0,0,0,4,0,0,1,0,0,0.0,0,0,19,0,0,1,19
