t,clock,sys_cpu,sys_ram_pct,sys_ram_used_mb,backend_cpu,backend_ram_mb,go2rtc_cpu,go2rtc_ram_mb,go2rtc_procs,ffmpeg_procs,go2rtc_streams_live,go2rtc_consumers,ai_active,ai_frames_recv,ai_frames_proc,ai_infer_ms_avg,ai_src_alive,ws_clients,exec_active,exec_submitted,exec_completed,recordings_active,threads
49.3,21:47:18,34.7,75.7,12761,3.1,586,0.0,0,0,6,0,0,1,0,0,0.0,0,0,16,0,0,1,16
51.4,21:47:20,34.7,75.7,12772,3.8,586,0.0,0,0,6,0,0,1,0,0,0.0,0,0,16,0,0,1,16
53.4,21:47:22,34.1,75.6,12756,1.5,586,0.0,0,0,6,0,0,1,0,0,0.0,0,0,16,0,0,1,16
55.4,21:47:24,34.2,75.7,12773,0.8,586,0.0,0,0,6,0,0,1,0,0,0.0,0,0,16,0,0,1,16
57.4,21:47:26,38.9,75.7,12769,1.6,586,0.0,0,0,6,0,0,1,0,0,0.0,0,0,16,0,0,1,16
59.5,21:47:28,38.3,75.8,12790,14.0,571,0.0,0,0,6,0,0,1,0,0,0.0,0,0,18,0,0,1,18
61.5,21:47:30,36.8,75.9,12793,4.6,571,0.0,0,0,6,0,0,1,0,0,0.0,0,0,18,0,0,1,18
63.5,21:47:33,38.9,76.1,12840,5.3,572,0.0,16,1,6,7,0,1,0,0,0.0,0,0,18,0,0,1,18
65.6,21:47:35,35.0,76.1,12841,2.3,572,0.0,16,1,6,7,0,1,0,0,0.0,0,0,18,0,0,1,18
67.6,21:47:37,37.0,76.2,12852,2.3,572,0.0,16,1,6,7,0,1,0,0,0.0,0,0,18,0,0,1,18
69.6,21:47:39,36.7,76.1,12834,3.8,572,0.0,16,1,6,7,0,1,0,0,0.0,0,0,18,0,0,1,18
71.7,21:47:41,36.7,76.1,12828,1.5,572,0.0,16,1,6,7,0,1,0,0,0.0,0,0,18,0,0,1,18
73.7,21:47:43,35.9,76.0,12820,2.3,572,0.0,16,1,6,7,0,1,0,0,0.0,0,0,18,0,0,1,18
75.8,21:47:45,36.3,76.1,12833,3.1,572,0.0,16,1,6,7,0,1,0,0,0.0,0,0,18,0,0,1,18
77.8,21:47:47,37.8,76.5,12905,3.0,572,0.0,16,1,6,7,0,1,0,0,0.0,0,0,18,0,0,1,18
79.9,21:47:49,38.6,76.7,12943,2.2,572,0.0,16,1,6,7,0,1,0,0,0.0,0,0,18,0,0,1,18
82.0,21:47:51,36.2,76.9,12967,3.0,572,0.0,16,1,6,7,0,1,0,0,0.0,0,0,18,0,0,1,18
84.1,21:47:53,36.9,76.9,12978,2.3,572,0.0,16,1,6,7,0,1,0,0,0.0,0,0,18,0,0,1,18
86.1,21:47:55,37.1,76.9,12963,1.5,572,0.0,16,1,6,7,0,1,0,0,0.0,0,0,18,0,0,1,18
88.2,21:47:57,37.6,76.7,12939,3.8,572,0.0,16,1,6,7,0,1,0,0,0.0,0,0,18,0,0,1,18
90.3,21:47:59,35.0,77.0,12985,4.5,572,0.0,16,1,6,7,0,1,0,0,0.0,0,0,18,0,0,1,18
92.3,21:48:01,33.8,77.1,13006,4.5,572,0.0,16,1,6,7,0,1,0,0,0.0,0,0,18,0,0,1,18
94.4,21:48:03,31.1,77.1,13004,4.6,572,0.0,16,1,6,7,0,1,0,0,0.0,0,0,18,0,0,1,18
96.5,21:48:05,36.2,76.9,12971,3.8,572,0.0,16,1,6,7,0,1,0,0,0.0,0,0,18,0,0,1,18
98.6,21:48:08,32.4,77.0,12991,2.3,572,0.0,16,1,6,7,0,1,0,0,0.0,0,0,18,0,0,1,18
100.6,21:48:10,27.3,77.0,12992,3.8,572,0.0,16,1,6,7,0,1,0,0,0.0,0,0,18,0,0,1,18
102.7,21:48:12,32.9,77.0,12992,2.3,572,1.5,16,1,6,7,0,1,0,0,0.0,0,0,18,0,0,1,18
104.7,21:48:14,30.4,76.9,12975,3.0,572,0.0,16,1,6,7,0,1,0,0,0.0,0,0,18,0,0,1,18
106.8,21:48:16,35.7,76.9,12978,10.5,572,0.0,16,1,6,7,0,1,0,0,0.0,0,0,19,0,0,1,19
108.9,21:48:18,34.0,77.1,13008,57.6,572,0.0,16,1,6,7,0,1,0,0,0.0,0,0,18,0,0,1,18
110.9,21:48:20,35.5,77.1,13010,28.8,573,3.8,17,1,6,7,0,1,0,0,0.0,0,0,19,0,0,1,19
113.0,21:48:22,34.5,77.3,13037,15.9,573,0.8,84,5,10,7,0,1,0,0,0.0,0,0,18,0,0,1,18
115.1,21:48:24,36.2,77.1,13004,1.5,573,0.0,84,5,10,7,0,1,0,0,0.0,0,0,18,0,0,1,18
117.1,21:48:26,35.3,77.0,12995,2.2,573,3.7,85,5,10,7,0,1,0,0,0.0,0,0,18,0,0,1,18
119.2,21:48:28,36.9,77.0,12992,2.3,573,0.0,85,5,10,7,0,1,0,0,0.0,0,0,18,0,0,1,18
121.3,21:48:30,36.5,77.0,12989,2.2,573,2.2,52,3,8,7,0,1,0,0,0.0,0,0,18,0,0,1,18
123.4,21:48:32,32.5,77.0,12984,4.5,573,0.0,85,5,10,7,0,1,0,0,0.0,0,0,18,0,0,1,18
125.5,21:48:34,35.8,77.0,12995,3.8,573,0.0,85,5,10,7,0,1,0,0,0.0,0,0,18,0,0,1,18
127.5,21:48:37,29.5,77.0,12982,3.0,573,0.0,52,3,8,7,0,1,0,0,0.0,0,0,18,0,0,1,18
129.6,21:48:39,30.8,76.9,12969,2.3,573,0.0,52,3,8,7,0,1,0,0,0.0,0,0,18,0,0,1,18
131.7,21:48:41,34.2,76.9,12975,3.0,573,0.0,19,1,6,7,0,1,0,0,0.0,0,0,18,0,0,1,18
133.7,21:48:43,32.8,76.9,12971,3.0,573,0.0,19,1,6,7,0,1,0,0,0.0,0,0,18,0,0,1,18
135.8,21:48:45,31.3,76.9,12969,2.3,572,0.0,19,1,6,7,0,1,0,0,0.0,0,0,18,0,0,1,18
137.9,21:48:47,31.7,76.9,12968,2.3,572,0.0,20,1,6,7,0,1,0,0,0.0,0,0,18,0,0,1,18
139.9,21:48:49,32.6,76.8,12959,3.0,572,0.0,20,1,6,7,0,1,0,0,0.0,0,0,18,0,0,1,18
142.0,21:48:51,31.4,76.8,12960,0.0,572,0.0,20,1,6,7,0,1,0,0,0.0,0,0,18,0,0,1,18
144.2,21:48:53,32.4,76.9,12975,3.1,572,0.0,20,1,6,7,0,1,0,0,0.0,0,0,18,0,0,1,18
146.2,21:48:55,31.9,77.0,12979,4.4,572,0.0,20,1,6,7,0,1,0,0,0.0,0,0,18,0,0,1,18
148.3,21:48:57,34.7,76.9,12978,2.3,572,0.0,20,1,6,7,0,1,0,0,0.0,0,0,18,0,0,1,18
150.4,21:48:59,38.6,76.9,12966,4.6,572,0.0,20,1,6,7,0,1,0,0,0.0,0,0,18,0,0,1,18
152.5,21:49:01,35.5,75.8,12780,1.5,572,0.0,20,1,6,7,0,1,0,0,0.0,0,0,18,0,0,1,18
154.5,21:49:04,28.7,75.8,12785,3.0,572,0.0,20,1,6,7,0,1,0,0,0.0,0,0,18,0,0,1,18
156.6,21:49:06,35.2,75.8,12780,3.1,572,0.0,20,1,6,7,0,1,0,0,0.0,0,0,18,0,0,1,18
158.6,21:49:08,31.1,75.8,12782,3.8,572,0.0,20,1,6,7,0,1,0,0,0.0,0,0,18,0,0,1,18
160.7,21:49:10,33.0,75.6,12744,0.8,489,0.0,0,0,1,7,0,1,0,0,0.0,0,0,17,0,0,1,17
